school_name,address,city,school_district,telephone,students,classroom_teachers,free_lunch_students,reduce_price_lunch
Animo Phillis Wheatley Charter Middle School,"12226 S. W.ern Ave.Los Angeles, CA 90047","Los Angeles, CA 90047",Los Angeles Unified,(323) 600-6099(make sure to verify first before calling),5,605,No,507
Animo Ralph Bunche Charter High School,"1655 E. 27th St. Ste. BLos Angeles, CA 90011","Los Angeles, CA 90011",Los Angeles Unified,(323) 232-9436(make sure to verify first before calling),40,618,No,573
Animo South Los Angeles Charter School,"12226 S. W.ern Ave.Los Angeles, CA 90047","Los Angeles, CA 90047",Los Angeles Unified,(323) 779-0544(make sure to verify first before calling),25,622,No,515
Animo Venice Charter High School,"820 BRd.way St.Los Angeles, CA 90291","Los Angeles, CA 90291",Los Angeles Unified,(310) 392-8751(make sure to verify first before calling),52,599,No,428
Animo Watts College Preparatory Academy School,"12628 Avalon Blvd.Los Angeles, CA 90061","Los Angeles, CA 90061",Los Angeles Unified,(323) 756-3930(make sure to verify first before calling),25,561,No,477
Animo Western Charter Middle School,"12226 S. W.ern Ave.Los Angeles, CA 90047","Los Angeles, CA 90047",Los Angeles Unified,(323) 600-6000(make sure to verify first before calling),9,626,No,546
Animo Westside Charter Middle School,"5456 McConnell Ave.Los Angeles, CA 90066","Los Angeles, CA 90066",Los Angeles Unified,(323) 565-3251(make sure to verify first before calling),31,437,No,275
Ann B. Leavenworth School,"4420 E. Thomas Ave.Fresno, CA 93702","Fresno, CA 93702",Fresno Unified,(559) 253-6490(make sure to verify first before calling),844,36.0,511,184
Ann Sobrato High School,"401 Burnett Ave.Morgan Hill, CA 95037","Morgan Hill, CA 95037",Morgan Hill Unified,(408) 201-6200(make sure to verify first before calling),"1,477",63.8,381,77
Ann Soldo Elementary School,"1140 Menasco Dr.Watsonville, CA 95076","Watsonville, CA 95076",Pajaro Valley Unified,(831) 786-1310(make sure to verify first before calling),668,27.0,520,62
Ann Street Elementary School,"126 E. Bloom St.Los Angeles, CA 90012","Los Angeles, CA 90012",Los Angeles Unified,(323) 221-3194(make sure to verify first before calling),107,5.5,107,Los Angeles Unified
Anna A. Borba Fundamental Elementary School,"4980 Riverside Dr.Chino, CA 91710","Chino, CA 91710",Chino Valley Unified,(909) 627-9638(make sure to verify first before calling),36,565,No,443
Anna Hause Elementary School,"1015 Carnation Ln.Beaumont, CA 92223","Beaumont, CA 92223",Beaumont Unified,(951) 769-1674(make sure to verify first before calling),44,836,No,371
Anna Kirchgater Elementary School,"8141 Stevenson Ave.Sacramento, CA 95828","Sacramento, CA 95828",Elk Grove Unified,(916) 689-9150(make sure to verify first before calling),925,40.8,658,130
Anna Kyle Elementary School,"1600 Kidder Ave.Fairfield, CA 94533","Fairfield, CA 94533",Fairfield-Suisun Unified,(707) 421-4105(make sure to verify first before calling),10,754,No,589
Anna M. Glazier Elementary School,"10932 E. Excelsior Dr.Norwalk, CA 90650","Norwalk, CA 90650",Norwalk-La Mirada Unified,(562) 863-8796(make sure to verify first before calling),524,18.4,362,69
Anna Mckenney Intermediate School,"1904 HustonMarysville, CA 95901","Marysville, CA 95901",Marysville Joint Unified,(530) 741-6187(make sure to verify first before calling),27,524,No,372
Anna Yates Elementary School,"1125 53rd St.Emeryville, CA 94608","Emeryville, CA 94608",Emery Unified,(510) 601-4916(make sure to verify first before calling),524,27.2,349,44
Annalee Avenue Elementary School,"19410 S. Annalee Ave.Carson, CA 90746","Carson, CA 90746",Los Angeles Unified,(310) 537-4740(make sure to verify first before calling),229,11.0,161,25
Annandale Elementary School,"6125 Poppy Peak Dr.Los Angeles, CA 90042","Los Angeles, CA 90042",Los Angeles Unified,(323) 254-9168(make sure to verify first before calling),292,13.0,228,34
Anne Darling Elementary School,"333 N. 33rd St.San Jose, CA 95133","San Jose, CA 95133",San Jose Unified,(408) 535-6209(make sure to verify first before calling),441,18.6,320,49
Annie E. Cheney Kindergarten School,"149 Adams St.Coalinga, CA 93210","Coalinga, CA 93210",Coalinga-Huron Unified,(559) 935-7515(make sure to verify first before calling),129,6.0,89,7
Annie Pennycook Elementary School,"3620 Fernwood Dr.Vallejo, CA 94591","Vallejo, CA 94591",Vallejo City Unified,(707) 556-8590(make sure to verify first before calling),600,23.0,345,44
Annie R. Mitchell School,"2121 E. Laura Ave.Visalia, CA 93292","Visalia, CA 93292",Visalia Unified,(559) 622-3195(make sure to verify first before calling),29,766,No,473
Ansel Adams School,"9275 Glacier Point Dr.Stockton, CA 95212","Stockton, CA 95212",Lodi Unified,(209) 953-9601(make sure to verify first before calling),764,32.0,437,125
Ansgar Larsen Elementary School,"550 Thomas Ave.Oxnard, CA 93033","Oxnard, CA 93033",Hueneme Elementary,(805) 986-8740(make sure to verify first before calling),7,802,"Yes, under Provision 2",570
Antelope Community Day School,"22630 Antelope Blvd.Red Bluff, CA 96080","Red Bluff, CA 96080",Antelope Elementary,(530) 527-1272(make sure to verify first before calling),1.0,No,Antelope Elementary,No
Antelope Creek Elementary School,"6185 Springview Dr.Rocklin, CA 95677","Rocklin, CA 95677",Rocklin Unified,(916) 632-1095(make sure to verify first before calling),68,524,No,163
Antelope Crossing Middle School,"9200 Palmerson Dr.Antelope, CA 95843","Antelope, CA 95843",Dry Creek Joint Elementary,(916) 745-2100(make sure to verify first before calling),58,"1,000",No,338
Antelope Elementary School,"111527 Highway 395Coleville, CA 96107","Coleville, CA 96107",Eastern Sierra Unified,(530) 495-2231(make sure to verify first before calling),71,131,No,39
Antelope Elementary School,"111527 Highway 395Coleville, CA 96107","Coleville, CA 96107",Eastern Sierra Unified,(530) 495-2231(make sure to verify first before calling),71,131,No,39
Antelope Elementary School,"111527 Highway 395Coleville, CA 96107","Coleville, CA 96107",Eastern Sierra Unified,(530) 495-2231(make sure to verify first before calling),71,131,No,39
Antelope High School,"7801 Titan Dr.Antelope, CA 95843","Antelope, CA 95843",Roseville Joint Union High,(916) 726-1400(make sure to verify first before calling),68,"1,832",No,616
Antelope Hills Elementary School,"36105 Murrieta Oaks Ave.Murrieta, CA 92562","Murrieta, CA 92562",Murrieta Valley Unified,(951) 445-4110(make sure to verify first before calling),76,822,No,141
Antelope Meadows Elementary School,"8343 Palmerson Dr.Antelope, CA 95843","Antelope, CA 95843",Dry Creek Joint Elementary,(916) 770-8816(make sure to verify first before calling),60,863,No,307
Antelope Valley High School,"44900 N. Division St.Lancaster, CA 93535","Lancaster, CA 93535",Antelope Valley Union High,(661) 948-8552(make sure to verify first before calling),21,"1,821",No,"1,392"
Antelope Valley Learning Academy School,"37212 47th St. E.Palmdale, CA 93550","Palmdale, CA 93550",Palmdale Elementary,(661) 952-6028(make sure to verify first before calling),21,"1,171",No,858
Antelope Valley Rop School,"1156 E. Ave. SPalmdale, CA 93550","Palmdale, CA 93550",Antelope Valley ROP,(661) 575-1026(make sure to verify first before calling),No,Antelope Valley ROP,Missing,No
Anthony C. Traina Elementary School,"4256 Windsong Dr.Tracy, CA 95377","Tracy, CA 95377",Jefferson Elementary,(209) 839-2379(make sure to verify first before calling),783,35.7,180,58
Anthony G. Bacich Elementary School,"699 Sir Francis Drake Blvd.Kentfield, CA 94904","Kentfield, CA 94904",Kentfield Elementary,(415) 925-2220(make sure to verify first before calling),659,33.4,33,4
Anthony Spangler Elementary School,"140 N. AbbottMilpitas, CA 95035","Milpitas, CA 95035",Milpitas Unified,(408) 635-2870(make sure to verify first before calling),575,24.7,124,65
Anthony W. Ochoa Middle School,"2121 Depot Rd.Hayward, CA 94545","Hayward, CA 94545",Hayward Unified,(510) 723-3130(make sure to verify first before calling),636,25.3,392,77
Antioch Charter Academy School,"3325 Hacienda WayAntioch, CA 94509","Antioch, CA 94509",Antioch Unified,(925) 755-7311(make sure to verify first before calling),54,196,No,46
Antioch Charter Academy Ii School,"1201 W. Tenth St.Antioch, CA 94509","Antioch, CA 94509",Antioch Unified,(925) 755-1252(make sure to verify first before calling),54,198,No,52
Antioch High School,"700 W. 18th St.Antioch, CA 94509","Antioch, CA 94509",Antioch Unified,(925) 779-7550(make sure to verify first before calling),"1,798",60.7,"1,111",164
Antioch Middle School,"1500 D St.Antioch, CA 94509","Antioch, CA 94509",Antioch Unified,(925) 779-7400(make sure to verify first before calling),752,31.5,623,53
Antonio Del Buono Elementary School,"9300 Wren Ave.Gilroy, CA 95020","Gilroy, CA 95020",Gilroy Unified,(408) 848-5161(make sure to verify first before calling),22,554,No,367
Anza Elementary School,"1005 S. Anza St.EL CAJON, CA 92020","EL CAJON, CA 92020",Cajon Valley Union,(619) 588-3116(make sure to verify first before calling),568,26.4,510,20
Anza Elementary School,"1005 S. Anza St.EL CAJON, CA 92020","EL CAJON, CA 92020",Cajon Valley Union,(619) 588-3116(make sure to verify first before calling),568,26.4,510,20
Anzar High School,"2000 San Juan Hwy.San Juan Bautista, CA 95045","San Juan Bautista, CA 95045",Aromas/San Juan Unified,(831) 623-7660(make sure to verify first before calling),361,18.0,156,42
Apollo High School,"1835 Cunningham Ave.San Jose, CA 95122","San Jose, CA 95122",East Side Union High,(408) 928-5400(make sure to verify first before calling),153,8.0,112,18
Apollo High School,"1835 Cunningham Ave.San Jose, CA 95122","San Jose, CA 95122",East Side Union High,(408) 928-5400(make sure to verify first before calling),153,8.0,112,18
Apperson Street Elementary School,"10233 Woodward Ave.Los Angeles, CA 91040","Los Angeles, CA 91040",Los Angeles Unified,(818) 353-5544(make sure to verify first before calling),418,17.0,178,57
Apple Academy Charter Public School,"4920 S. W.ern Ave.Los Angeles, CA 90062","Los Angeles, CA 90062",Los Angeles Unified,(323) 348-4276(make sure to verify first before calling),10,329,No,261
Apple Blossom School,"700 Water Trough Rd.Sebastopol, CA 95472","Sebastopol, CA 95472",Twin Hills Union Elementary,(707) 823-1041(make sure to verify first before calling),431,20.0,82,19
Apple Valley High School,"11837 Navajo Rd.Apple Valley, CA 92308","Apple Valley, CA 92308",Apple Valley Unified,(760) 247-7206(make sure to verify first before calling),"2,218",89.2,"1,129",131
Apple Valley Unified Pre Special Education School,"12555 Navajo Rd.Apple Valley, CA 92308","Apple Valley, CA 92308",Apple Valley Unified,(760) 247-2052(make sure to verify first before calling),Apple Valley Unified,No,,
Applied Technology Center School,"1200 W. Mines Ave.Montebello, CA 90640","Montebello, CA 90640",Montebello Unified,(323) 248-2500(make sure to verify first before calling),35,565,No,393
Apricot Valley Elementary School,"1320 Henley Pkwy.Patterson, CA 95363","Patterson, CA 95363",Patterson Joint Unified,(209) 892-4700(make sure to verify first before calling),793,32.0,431,70
April Lane Elementary School,"800 April Ln.Yuba City, CA 95991","Yuba City, CA 95991",Yuba City Unified,(530) 822-5215(make sure to verify first before calling),28,519,"Yes, under Provision 2",414
Aptitud Community Academy At Goss School,"2475 Van Winkle Ln.San Jose, CA 95116","San Jose, CA 95116",Alum Rock Union Elementary,(408) 928-7656(make sure to verify first before calling),14,442,"Yes, under Provision 2",364
Aptos High School,"100 Mariner WayAptos, CA 95003","Aptos, CA 95003",Pajaro Valley Unified,(831) 686-6565(make sure to verify first before calling),"1,409",54.2,376,73
Aptos Junior High School,"1001 Hntngtn Dr.Aptos, CA 95003","Aptos, CA 95003",Pajaro Valley Unified,(831) 688-3234(make sure to verify first before calling),701,32.5,244,34
Aptos Middle School,"105 Aptos Ave.San Francisco, CA 94127","San Francisco, CA 94127",San Francisco Unified,(415) 469-4520(make sure to verify first before calling),"1,000",53.9,458,135
Aragon Avenue Elementary School,"1118 Aragon Ave.Los Angeles, CA 90065","Los Angeles, CA 90065",Los Angeles Unified,(323) 221-5173(make sure to verify first before calling),354,17.0,289,34
Aragon High School,"900 Alameda de Las PulgasSan Mateo, CA 94402","San Mateo, CA 94402",San Mateo Union High,(650) 558-2999(make sure to verify first before calling),94,"1,473",No,156
Ararat Charter School,"6555 Sylmar Ave.Los Angeles, CA 91401","Los Angeles, CA 91401",Los Angeles Unified,(818) 994-2904(make sure to verify first before calling),72,340,No,196
Arboga Elementary School,"1686 BRd.wayOlivehurst, CA 95961","Olivehurst, CA 95961",Marysville Joint Unified,(530) 741-6101(make sure to verify first before calling),48,499,No,287
Arbolita Elementary School,"1001 E. Brookdale Ave.La Habra, CA 90631","La Habra, CA 90631",La Habra City Elementary,(562) 690-2352(make sure to verify first before calling),387,15.0,261,36
Arbuckle Alternative High (Continuation) School,"966 Wildwood Rd.Arbuckle, CA 95912","Arbuckle, CA 95912",Pierce Joint Unified,(530) 476-2173(make sure to verify first before calling),0.8,No,3,Pierce Joint Unified
Arbuckle Elementary School,"701 Hall St.Arbuckle, CA 95912","Arbuckle, CA 95912",Pierce Joint Unified,(530) 476-2522(make sure to verify first before calling),627,27.0,332,111
Arcade Fundamental Middle School,"3500 Edison Ave.Sacramento, CA 95821","Sacramento, CA 95821",San Juan Unified,(916) 971-7300(make sure to verify first before calling),485,19.9,238,36
Arcadia High School,"180 Campus Dr.Arcadia, CA 91007","Arcadia, CA 91007",Arcadia Unified,(626) 821-1711(make sure to verify first before calling),"3,424",137.8,520,268
Arcata Elementary School,"2400 Baldwin St.Arcata, CA 95521","Arcata, CA 95521",Arcata Elementary,(707) 822-4858(make sure to verify first before calling),304,15.0,194,26
Arcata High School,"1720 M St.Arcata, CA 95521","Arcata, CA 95521",Northern Humboldt Union High,(707) 825-2400(make sure to verify first before calling),855,38.2,234,31
Architecture Construction & Engineering Charter High (Ace) School,"570 Airport WayCamarillo, CA 93010","Camarillo, CA 93010",Oxnard Union High,(805) 437-1410(make sure to verify first before calling),41,186,No,92
Arcohe Elementary School,"11755 Ivie Rd.Herald, CA 95638","Herald, CA 95638",Arcohe Union Elementary,(209) 748-2313(make sure to verify first before calling),412,20.0,186,52
Arden Middle School,"1640 Watt Ave.Sacramento, CA 95864","Sacramento, CA 95864",San Juan Unified,(916) 971-7306(make sure to verify first before calling),950,37.7,279,35
Ardenwood Elementary School,"33955 Emilia Ln.Fremont, CA 94555","Fremont, CA 94555",Fremont Unified,(510) 794-0392(make sure to verify first before calling),989,36.0,58,17
Ardis G. Egan Junior High School,"100 W. Portola Ave.Los Altos, CA 94022","Los Altos, CA 94022",Los Altos Elementary,(650) 917-2200(make sure to verify first before calling),99,645,No,30
Arellanes (Don Juan Bautista) Elementary School,"1890 Sandalwood Dr.Santa Maria, CA 93455","Santa Maria, CA 93455",Santa Maria-Bonita,(805) 361-6860(make sure to verify first before calling),295,12.8,227,31
Arellanes Junior High School,"1890 Sandalwood Dr.Santa Maria, CA 93455","Santa Maria, CA 93455",Santa Maria-Bonita,(805) 361-6820(make sure to verify first before calling),25,636,No,480
Arena Elementary School,"20 Sch St.Point Arena, CA 95468","Point Arena, CA 95468",Arena Union Elementary,(707) 882-2131(make sure to verify first before calling),257,17.1,159,20
Arena High (Continuation) School,"630 Arena St.EL Segundo, CA 90245","EL Segundo, CA 90245",El Segundo Unified,(310) 615-2650(make sure to verify first before calling),2.0,No,3,El Segundo Unified
Argonaut Elementary School,"13200 Shadow Mountain Rd.Saratoga, CA 95070","Saratoga, CA 95070",Saratoga Union Elementary,(408) 867-4773(make sure to verify first before calling),391,20.0,3,Saratoga Union Elementary
Argonaut High School,"501 Argonaut Ln.Jackson, CA 95642","Jackson, CA 95642",Amador County Unified,(209) 257-7700(make sure to verify first before calling),498,20.8,146,40
Argonne Elementary School,"680 18th Ave.San Francisco, CA 94121","San Francisco, CA 94121",San Francisco Unified,(415) 750-8460(make sure to verify first before calling),430,18.0,114,24
Argus High (Continuation) School,"2555 Lawrence St.Ceres, CA 95307","Ceres, CA 95307",Ceres Unified,(209) 556-1800(make sure to verify first before calling),184,7.6,128,15
Arizona Middle School,"11045 Arizona Ave.Riverside, CA 92503","Riverside, CA 92503",Alvord Unified,(951) 358-1675(make sure to verify first before calling),"1,071",41.5,666,189
Ark Independent Studies School,"840 N. Branciforte Ave.Santa Cruz, CA 95062","Santa Cruz, CA 95062",Santa Cruz City High,(831) 429-3898(make sure to verify first before calling),51,3.3,25,3
Arlanza Elementary School,"5891 Rutland Ave.Riverside, CA 92503","Riverside, CA 92503",Alvord Unified,(951) 358-1600(make sure to verify first before calling),538,23.2,470,53
Arlene Hein Elementary School,"6820 Bellaterra Dr.Elk Grove, CA 95757","Elk Grove, CA 95757",Elk Grove Unified,(916) 714-0654(make sure to verify first before calling),"1,219",54.4,264,112
Arleta High School,"14200 Van Nuys Blvd.Los Angeles, CA 91331","Los Angeles, CA 91331",Los Angeles Unified,(818) 686-4100(make sure to verify first before calling),"1,436",63.5,"1,004",217
Arlie F. Hutchinson Middle School,"13900 Estero Rd.La Mirada, CA 90638","La Mirada, CA 90638",Norwalk-La Mirada Unified,(562) 944-3268(make sure to verify first before calling),606,21.0,266,58
Arlington Elementary School,"17800 Van Ness Ave.Torrance, CA 90504","Torrance, CA 90504",Torrance Unified,(310) 533-4510(make sure to verify first before calling),574,22.2,124,60
Arlington Heights Elementary School,"6401 Trenton WayCitrus Heights, CA 95621","Citrus Heights, CA 95621",San Juan Unified,(916) 971-5234(make sure to verify first before calling),318,11.5,158,26
Arlington Heights Elementary School,"6401 Trenton WayCitrus Heights, CA 95621","Citrus Heights, CA 95621",San Juan Unified,(916) 971-5234(make sure to verify first before calling),318,11.5,158,26
Arlington High School,"2951 Jackson St.Riverside, CA 92503","Riverside, CA 92503",Riverside Unified,(951) 352-8316(make sure to verify first before calling),"1,928",81.1,"1,089",243
Arma J. Shull Elementary School,"825 N. AmeliaSan Dimas, CA 91773","San Dimas, CA 91773",Bonita Unified,(909) 971-8208(make sure to verify first before calling),604,22.1,141,64
Armada Elementary School,"25201 John F. Kennedy Dr.Moreno Valley, CA 92551","Moreno Valley, CA 92551",Moreno Valley Unified,(951) 571-4500(make sure to verify first before calling),12,727,No,596
Armijo High School,"824 Washington St.Fairfield, CA 94533","Fairfield, CA 94533",Fairfield-Suisun Unified,(707) 422-7500(make sure to verify first before calling),57,"2,391",No,"1,167"
Arminta Street Elementary School,"11530 Strathern St.Los Angeles, CA 91605","Los Angeles, CA 91605",Los Angeles Unified,(818) 765-5911(make sure to verify first before calling),450,19.5,361,47
Armona Elementary School,"14045 Pimo St.Armona, CA 93202","Armona, CA 93202",Armona Union Elementary,(559) 583-5010(make sure to verify first before calling),565,26.5,480,55
Armstrong Elementary School,"22750 Beaverhead Dr.Diamond Bar, CA 91765","Diamond Bar, CA 91765",Pomona Unified,(909) 397-4563(make sure to verify first before calling),54,406,No,185
Arnold Adreani Elementary School,"9927 Wildhawk W. Dr.Sacramento, CA 95829","Sacramento, CA 95829",Elk Grove Unified,(916) 525-0630(make sure to verify first before calling),809,38.0,132,79
Arnold O. Beckman High School,"3588 Bryan Ave.Irvine, CA 92602","Irvine, CA 92602",Tustin Unified,(714) 734-2900(make sure to verify first before calling),"2,847",103.6,491,179
Aromas School,"365 Vega St.Aromas, CA 95004","Aromas, CA 95004",Aromas/San Juan Unified,(831) 726-5100(make sure to verify first before calling),414,19.0,207,40
Arovista Elementary School,"900 Eadington Dr.Brea, CA 92821","Brea, CA 92821",Brea-Olinda Unified,(714) 529-2185(make sure to verify first before calling),503,18.0,140,31
Arrow High (Continuation) School,"1505 S. Sunflower AveGlendora, CA 91740","Glendora, CA 91740",Charter Oak Unified,(626) 914-3961(make sure to verify first before calling),67,5.0,36,9
Arrowhead Elementary School,"3825 Mountain View Ave.San Bernardino, CA 92405","San Bernardino, CA 92405",San Bernardino City Unified,(909) 881-8100(make sure to verify first before calling),337,12.0,303,21
Arrowview Middle School,"2299 N. G St.San Bernardino, CA 92405","San Bernardino, CA 92405",San Bernardino City Unified,(909) 881-8109(make sure to verify first before calling),"1,113",45.0,"1,002",67
Arroyo School,"1710 Arroyo Ave.San Carlos, CA 94070",http://arroyoschool.org/,San Carlos Elementary,(650) 632-8300(make sure to verify first before calling),95,San Carlos Elementary,No,
Arroyo Elementary School,"225 Ulysses St.Simi Valley, CA 93065","Simi Valley, CA 93065",Simi Valley Unified,(805) 306-4420(make sure to verify first before calling),26,228,No,121
Arroyo Elementary School,"225 Ulysses St.Simi Valley, CA 93065","Simi Valley, CA 93065",Simi Valley Unified,(805) 306-4420(make sure to verify first before calling),26,228,No,121
Arroyo Elementary School,"225 Ulysses St.Simi Valley, CA 93065","Simi Valley, CA 93065",Simi Valley Unified,(805) 306-4420(make sure to verify first before calling),26,228,No,121
Arroyo Elementary School,"225 Ulysses St.Simi Valley, CA 93065","Simi Valley, CA 93065",Simi Valley Unified,(805) 306-4420(make sure to verify first before calling),26,228,No,121
Arroyo Grande High School,"495 Valley Rd.Arroyo Grande, CA 93420","Arroyo Grande, CA 93420",Lucia Mar Unified,(805) 474-3200(make sure to verify first before calling),"2,205",102.5,695,174
Arroyo High School,"4921 N. Cedar Ave.EL MONTE, CA 91732","EL MONTE, CA 91732",El Monte Union High,(626) 444-9201(make sure to verify first before calling),"2,228",96.3,"1,564",357
Arroyo High School,"4921 N. Cedar Ave.EL MONTE, CA 91732","EL MONTE, CA 91732",El Monte Union High,(626) 444-9201(make sure to verify first before calling),"2,228",96.3,"1,564",357
Arroyo Paseo Charter High School,"3773 El Cajon Blvd.San Diego, CA 92105","San Diego, CA 92105",San Diego Unified,(619) 677-3017(make sure to verify first before calling),7,124,"Yes, under Provision 2",118
Arroyo Seco Elementary School,"5280 Irene WayLivermore, CA 94550","Livermore, CA 94550",Livermore Valley Joint Unified,(925) 606-4700(make sure to verify first before calling),70,621,No,127
Arroyo Seco Junior High School,"27171 N. Vista Delgado Dr.Santa Clarita, CA 91354","Santa Clarita, CA 91354",William S. Hart Union High,(661) 296-0991(make sure to verify first before calling),84,"1,220",No,114
Arroyo Seco Museum Science School,"4805 Sycamore Terr.Los Angeles, CA 90042","Los Angeles, CA 90042",Los Angeles Unified,(323) 254-5141(make sure to verify first before calling),529,21.0,338,78
Arroyo Valley High School,"1881 W. Baseline St.San Bernardino, CA 92411","San Bernardino, CA 92411",San Bernardino City Unified,(909) 381-4295(make sure to verify first before calling),34,"2,617",No,"2,043"
Arroyo Verde Elementary School,"7701 Church St.Highland, CA 92346","Highland, CA 92346",Redlands Unified,(909) 307-5590(make sure to verify first before calling),79,606,No,249
Arroyo Vista Charter School,"2491 Sch House Rd.Chula Vista, CA 91915","Chula Vista, CA 91915",Chula Vista Elementary,(619) 656-9676(make sure to verify first before calling),94,995,No,110
Arroyo Vista Elementary School,"23371 Arroyo VistaRancho Santa Margarita, CA 92688","Rancho Santa Margarita, CA 92688",Capistrano Unified,(949) 234-5951(make sure to verify first before calling),605,21.5,47,24
Arroyo Vista Elementary School,"23371 Arroyo VistaRancho Santa Margarita, CA 92688","Rancho Santa Margarita, CA 92688",Capistrano Unified,(949) 234-5951(make sure to verify first before calling),605,21.5,47,24
Arroyo Vista Middle School,"23371 Arroyo VistaRancho Santa Margarita, CA 92688","Rancho Santa Margarita, CA 92688",Capistrano Unified,(949) 234-5951(make sure to verify first before calling),388,15.8,29,8
Arroyo West Elementary School,"4117 Country Hill Rd.Moorpark, CA 93021","Moorpark, CA 93021",Moorpark Unified,(805) 378-6308(make sure to verify first before calling),458,20.6,152,43
Art Freiler School,"2421 W. Lowell Ave.Tracy, CA 95376","Tracy, CA 95376",Tracy Joint Unified,(209) 830-3309(make sure to verify first before calling),50,895,No,282
Art Haycox Elementary School,"5400 Perkins Rd.Oxnard, CA 93033","Oxnard, CA 93033",Hueneme Elementary,(805) 488-3578(make sure to verify first before calling),7,"1,043","Yes, under Provision 2",848
Artesia High School,"12108 E. Del Amo Blvd.Lakewood, CA 90715","Lakewood, CA 90715",ABC Unified,(562) 229-7700(make sure to verify first before calling),54,"1,549",No,"1,032"
Arthur A. Benjamin Health Professions High School,"451 McClatchy WaySacramento, CA 95818","Sacramento, CA 95818",Sacramento City Unified,(916) 395-5010(make sure to verify first before calling),214,14.9,164,7
Arthur C. Butler Elementary School,"9180 Brown Rd.Elk Grove, CA 95624","Elk Grove, CA 95624",Elk Grove Unified,(916) 681-7595(make sure to verify first before calling),905,42.2,420,135
Arthur E. Mills Intermediate School,"1191 P St.Firebaugh, CA 93622","Firebaugh, CA 93622",Firebaugh-Las Deltas Unified,(559) 659-2317(make sure to verify first before calling),30,483,"Yes, under Provision 2",407
Arthur E. Wright Middle School,"4029 N. Las Virgenes Rd.Calabasas, CA 91302","Calabasas, CA 91302",Las Virgenes Unified,(818) 880-4614(make sure to verify first before calling),875,34.5,75,22
Arthur F. Corey Elementary School,"7351 Holder St.Buena Park, CA 90620","Buena Park, CA 90620",Buena Park Elementary,(714) 522-8389(make sure to verify first before calling),580,22.0,267,80
Arthur Hapgood Elementary School,"324 S. A St.Lompoc, CA 93438","Lompoc, CA 93438",Lompoc Unified,(805) 742-2200(make sure to verify first before calling),17,595,No,423
Arthur S. Dudley Elementary School,"8000 Aztec WayAntelope, CA 95843","Antelope, CA 95843",Center Joint Unified,(916) 338-6470(make sure to verify first before calling),676,25.5,336,81
Arts Academy At Bauer Speck Elementary School,"401 17th St.Paso Robles, CA 93446","Paso Robles, CA 93446",Paso Robles Joint Unified,(805) 769-1350(make sure to verify first before calling),508,19.0,351,47
Arts In Action Community Charter School,"1241 Soto St. Ste. 212Los Angeles, CA 90023","Los Angeles, CA 90023",Los Angeles Unified,(323) 266-4371(make sure to verify first before calling),19,335,"Yes, under Provision 2",319
Arts In Action Community Middle School,"1241 S. Soto St. Ste. 212Los Angeles, CA 90023",2017,Los Angeles Unified,(323) 266-4371(make sure to verify first before calling),Los Angeles Unified,Yes,,
Arturo Sanchez Elementary School,"11960 E. 162nd St.Norwalk, CA 90650","Norwalk, CA 90650",Norwalk-La Mirada Unified,(562) 926-2365(make sure to verify first before calling),349,13.0,304,22
Arundel Elementary School,"200 Arundel Rd.San Carlos, CA 94070","San Carlos, CA 94070",San Carlos Elementary,(650) 508-7311(make sure to verify first before calling),97,527,No,16
Arvin High School,"900 Varsity Rd.Arvin, CA 93203","Arvin, CA 93203",Kern High,(661) 854-5561(make sure to verify first before calling),29,"2,512",No,"1,936"
Asawa (Ruth) Sf Of The Arts A Public School,"555 Portola Dr.San Francisco, CA 94131","San Francisco, CA 94131",San Francisco Unified,(415) 695-5700(make sure to verify first before calling),614,30.1,100,28
Ascot Avenue Elementary School,"1447 E. 45th St.Los Angeles, CA 90011","Los Angeles, CA 90011",Los Angeles Unified,(323) 235-3178(make sure to verify first before calling),867,40.0,773,59
Ashley Falls Elementary School,"13030 Ashley Falls Dr.San Diego, CA 92130","San Diego, CA 92130",Del Mar Union Elementary,(858) 259-7812(make sure to verify first before calling),97,410,No,14
Aspen Elementary School,"1870 Oberlin Ave.Thousand Oaks, CA 91360","Thousand Oaks, CA 91360",Conejo Valley Unified,(805) 495-2810(make sure to verify first before calling),369,18.0,57,9
Aspen Public School,"1400 E Saginaw WayFresno, CA 93704",2017,Fresno Unified,(559) 225-7737(make sure to verify first before calling),Yes,No,,
Aspire Apex Academy School,"444 N. American St.Stockton, CA 95202","Stockton, CA 95202",Stockton Unified,(209) 466-3861(make sure to verify first before calling),31,302,No,194
Aspire Alexander Twilight College Preparatory Academy School,"2360 El Camino Ave.Sacramento, CA 95821","Sacramento, CA 95821",San Juan Unified,(916) 979-1788(make sure to verify first before calling),20,429,No,279
Aspire Alexander Twilight Secondary Academy School,"2360 El Camino Ave.Sacramento, CA 95821","Sacramento, CA 95821",San Juan Unified,(916) 979-1788(make sure to verify first before calling),15,392,No,268
Aspire Antonio Maria Lugo Academy School,"6100 Carmelita Ave.Huntington Park, CA 90255","Huntington Park, CA 90255",Los Angeles County Office of Education,(323) 585-1153(make sure to verify first before calling),58,430,No,333
Aspire Benjamin Holt College Preparatory Academy School,"3201 E. Morada Ln.Stockton, CA 95212","Stockton, CA 95212",Lodi Unified,(209) 955-1477(make sure to verify first before calling),80,730,No,182
