Name,Address,Rating,Enrollment,Grade span
Mission Estancia Elementary School,"3330 Calle Barcelona, Carlsbad",92,537,KG-06
Mission Hill Middle School,"425 King St., Santa Cruz",81,635,06-08
Mission Preparatory School,"75 Francis St., San Francisco",92,-,KG-08
Mission San Jose Elementary School,"43545 Bryant St., Fremont",99,622,KG-06
Mission San Jose High School,"41717 Palm Ave., Fremont",97,"2,069",09-12
Mission Valley Elementary School,"41700 Denise St., Fremont",98,670,KG-06
Mission Vista High School,"1306 Melrose Dr., Oceanside",92,"1,566",09-12
Monroe Elementary School,"2236 E. 11th St., Stockton",9,538,KG-08
Monta Vista High School,"21840 McClellan Rd., Cupertino",99,"2,326",09-12
Montair Elementary School,"300 Quinterra Ln., Danville",93,560,KG-05
Montclair Elementary School,"1757 Mountain Blvd., Oakland",94,615,KG-05
Montclaire Elementary School,"1160 St. Joseph Ave., Los Altos",98,480,KG-05
Monte Gardens Elementary School,"3841 Larkspur Dr., Concord",86,554,KG-05
Monte Verde Elementary School,"2551 St. Cloud Dr., San Bruno",90,547,KG-05
Monte Vista Elementary School,"2620 Orange Ave., La Crescenta-Montrose",97,764,KG-06
Monte Vista Elementary School,"730 N. Hope Ave., Santa Barbara",84,343,KG-06
Monte Vista High School,"3131 Stone Valley Rd., Danville",96,"2,348",09-12
Montecito Union School,"385 San Ysidro Rd., Santa Barbara",99,438,KG-06
Montemalaga Elementary School,"1121 Via Nogales, Palos Verdes Estates",94,494,KG-05
Monterey Highlands Elementary School,"400 Casuda Canyon Dr., Monterey Park",84,962,KG-08
Monterey Hills Elementary School,"1624 Via del Rey, South Pasadena",95,636,KG-05
Monterey Ridge Elementary School,"17117 4S Ranch Pkwy., San Diego",97,"1,038",KG-05
Monterey Vista Elementary School,"901 E. Graves Ave., Monterey Park",85,474,KG-06
Montevideo Elementary School,"13000 BRd.moor Dr., San Ramon",95,644,KG-05
Moreland Middle School,"4600 Student Ln., San Jose",83,996,06-08
Morello Park Elementary School,"1200 Morello Park Dr., Martinez",87,526,KG-05
Morning Creek Elementary School,"10925 Morning Creek Dr. S., San Diego",92,798,KG-05
Morris E. Dailey Charter Elementary School,"3135 N. Harrison Ave., Fresno",95,348,KG-05
Moulton Elementary School,"29851 Highlands Ave., Laguna Niguel",89,673,KG-05
Mound Elementary School,"455 S. Hill Rd., Ventura",98,569,KG-05
Mountain Avenue Elementary School,"2307 Mountain Ave., La Crescenta-Montrose",93,550,KG-06
Mountain Elementary School,"3042 Old San Jose Rd., Soquel",94,124,KG-06
Mountain Meadows Elementary School,"4200 Mountain Meadow Dr., Moorpark",82,458,KG-05
Mountain Valley Academy School,"1010 Ramona St., Ramona",94,213,KG-12
Mountain View Elementary School,"5465 Queen Anne Ln., Santa Barbara",94,343,KG-06
Mountain View High School,"3535 Truman Ave., Mountain View",90,"1,871",09-12
Mountain View Learning Academy School,"8770 Harbison Canyon Rd., Alpine",82,66,KG-08
Mountainview Elementary School,"22201 W. Cypress Pl., Santa Clarita",87,776,KG-06
Mt. Baldy Joint Elementary School,"1 Mt. Baldy Rd., Mt. Baldy",86,103,KG-08
Mt. Carmel High School,"9550 Carmel Mountain Rd., San Diego",90,"1,960",09-12
Mt. Diablo Elementary School,"5880 Mt. Zion Dr., Clayton",90,816,KG-05
Mt. Everest Academy School,"4350 Mt. Everest Blvd., San Diego",97,263,KG-12
Mt. Washington Elementary School,"3981 San Rafael Ave., Los Angeles",88,421,KG-06
Muirlands Middle School,"1056 Nautilus St., San Diego",88,"1,075",06-08
Murdock Elementary School,"4354 Conrad Dr., La Mesa",82,720,KG-06
Murphy Ranch Elementary School,"16021 Janine Dr., Whittier",92,559,KG-05
Murray Elementary School,"8435 Davona Dr., Dublin",83,453,KG-05
Murwood Elementary School,"2050 Vanderslice Ave., Walnut Creek",86,379,KG-05
Muscatel Middle School,"4201 N. Ivar Ave., Rosemead",84,654,07-08
Museum School,"211 Maple St., San Diego",86,226,KG-08
Myford Elementary School,"3181 Trevino Dr., Irvine",92,727,KG-05
Naples Elementary School,"5537 The Toledo, Long Beach",93,372,KG-05
Natoma Station Elementary School,"500 Turnpike Dr., Folsom",87,438,KG-06
Natomas Charter School,"4600 Blackrock Dr., Sacramento",84,"1,638",KG-12
Natomas Pacific Pathways Prep Middle School,"3700 Del Paso Rd., Sacramento",87,513,06-08
Neil A. Armstrong Elementary School,"2849 Calais Dr., San Ramon",95,597,KG-05
Neil Cummins Elementary School,"58 Mohawk Ave., Corte Madera",90,592,KG-05
Nelda Mundy Elementary School,"570 Vintage Valley Dr., Fairfield",89,745,KG-05
Nelson S. Dilworth Elementary School,"1101 Strayer Dr., San Jose",97,460,KG-05
Nesbit Elementary School,"500 Biddulph Way, Belmont",85,554,KG-07
New Traditions Elementary School,"2049 Grove St., San Francisco",82,260,KG-05
New Valley Continuation High School,"1875 Lawrence Rd., Santa Clara",9,135,09-12
New West Charter School,"1905 Armacost Ave., Los Angeles",89,823,06-12
Newcastle Charter School,"8951 Valley View Dr., Newcastle",88,283,KG-08
Newcomb Academy School,"3351 Val Verde Ave., Long Beach",87,886,KG-08
Newhart Middle School,"25001 Veterans Way, Mission Viejo",90,"1,223",06-08
Newland (William T.) Elementary School,"8787 Dolphin St., Huntington Beach",94,486,KG-05
Newport Coast Elementary School,"6655 Ridge Park Rd., Newport Beach",93,549,KG-06
Newport Elementary School,"1327 W. Balboa Blvd., Newport Beach",89,486,KG-06
Nicasio School,"5555 Nicasio Valley Rd., Nicasio",83,50,KG-08
Niguel Hills Middle School,"29070 Paseo Escuela, Laguna Niguel",83,"1,184",06-08
Niles Elementary School,"37141 Second St., Fremont",95,581,KG-06
Nixon (Patricia) Elementary School,"19600 Jacob Ave., Cerritos",82,788,KG-06
Noble Elementary School,"3466 Grossmont Dr., San Jose",85,545,KG-05
Noddin Elementary School,"1755 Gilda Way, San Jose",95,652,KG-05
Nohl Canyon Elementary School,"4100 E. Nohl Ranch Rd., Anaheim",94,556,KG-06
Nordstrom Elementary School,"1425 E. Dunne Ave., Morgan Hill",87,681,KG-05
Norman L. Sullivan Middle School,"7350 W. Lilac Rd., Bonsall",83,600,06-08
North Davis Elementary School,"555 E. 14th St., Davis",86,555,KG-06
North Hillsborough School,"545 Eucalyptus Ave., Hillsborough",98,323,KG-05
North Shoreview Montessori Elementary School,"1301 Cypress Ave., San Mateo",81,371,KG-08
Northcoast Preparatory And Performing Arts Academy School,"1761 11th St., Arcata",82,176,06-12
Northgate High School,"425 Castle Rock Rd., Walnut Creek",93,"1,599",09-12
Northwood Elementary School,"28 Carson, Irvine",94,697,KG-06
Northwood Elementary School,"2760 E. Trimble Rd., San Jose",92,462,KG-05
Northwood High School,"4515 Portola Pkwy., Irvine",98,"2,240",09-12
Norwood Creek Elementary School,"3241 Remington Way, San Jose",83,673,KG-06
Novato Charter School,"940 C St., Novato",94,268,KG-08
Nuestro Elementary School,"3934 BRd.way Rd., Live Oak",80,145,KG-08
Nueva Continuation High School,"8600 Palm Ave., Lamont",9,111,09-12
Nuview Bridge Early College High School,"30401 Reservoir Ave., Nuevo",84,600,09-12
O. N. Hir Elementary School,"41399 Chapel Way, Fremont",94,552,KG-06
Ocsa School,"1010 N. Main St., Santa Ana",98,"2,096",07-12
Oak Avenue Elementary School,"1501 Oak Ave., Los Altos",98,444,KG-06
Oak Avenue Intermediate School,"6623 Oak Ave., Temple City",91,895,07-08
Oak Chan Elementary School,"101 Prewett Dr., Folsom",87,438,KG-05
Oak Creek Elementary School,"1 Dove Creek, Irvine",91,879,KG-06
Oak Crest Middle School,"675 Balour Dr., Encinitas",92,761,07-08
Oak Grove Elementary School,"22705 Sanborn, Aliso Viejo",92,706,KG-05
Oak Grove Elementary School,"4445 W. Ferguson Ave., Visalia",84,809,KG-08
Oak Grove Elementary/Willowside Middle School,"5285 Hall Rd., Santa Rosa",81,745,01-08
Oak Grove Middle School,"2050 Minert Rd., Concord",9,673,06-08
Oak Hills Elementary School,"1010 Kanan Rd., Oak Park",98,532,KG-05
Oak Hills Elementary School,"26730 Old Rock Rd., Santa Clarita",97,589,KG-06
Oak Knoll Elementary School,"1895 Oak Knoll Ln., Menlo Park",93,738,KG-05
Oak Meadow Elementary School,"7701 Silva Valley Pkwy., El Dorado Hills",95,758,KG-05
Oak Mesa Elementary School,"5200 Wheeler Ave., La Verne",90,591,KG-05
Oak Middle School,"10821 Oak St., Los Alamitos",93,"1,130",06-08
Oak Park High School,"899 Kanan Rd., Oak Park",94,"1,542",09-12
Oak Ridge Elementary School,"15452 Valle Vista Dr., Chino Hills",84,674,KG-06
Oak Ridge High School,"1120 Harvard Way, El Dorado Hills",96,"2,400",09-12
Oak Valley Elementary School,"595 Second St., Buellton",84,393,KG-05
Oak Valley Middle School,"16055 Winecreek Rd., San Diego",97,"1,388",06-08
Oakhills Elementary School,"9233 Twin Sch Rd., Granite Bay",97,462,KG-03
Oakland Charter High School,"345 12th St., Oakland",94,403,09-12
Oakland For The Arts School,"530 18th St., Oakland",81,745,06-12
Oakmont High School,"1710 Cirby Way, Roseville",80,"1,882",09-12
Oakwood Elementary School,"1315 Woodcreek Way, Stockton",9,487,KG-06
Ocean Air School,"11444 Canter Heights Dr., San Diego",99,738,KG-06
Ocean Beach Elementary School,"4741 Santa Monica Ave., San Diego",85,413,KG-04
Ocean Charter School,"12606 Culver Blvd., Los Angeles",80,458,KG-08
Ocean Knoll Elementary School,"910 Melba Rd., Encinitas",86,604,KG-06
Ocean Shore Elementary School,"411 Oceana Blvd., Pacifica",86,435,KG-08
Ocean View Elementary School,"1000 Jackson St., Albany",88,652,KG-05
Ocean View Elementary School,"1208 Linda Dr., Arroyo Grande",81,646,KG-06
Oceana High School,"401 Paloma Ave., Pacifica",88,622,09-12
Ohlone Elementary School,"950 Amarillo Ave., Palo Alto",98,600,KG-05
Oka (Isojiro) Elementary School,"9800 Yorktown Ave., Huntington Beach",84,415,KG-05
Old Mill Elementary School,"352 Throckmorton Ave., Mill Valley",99,328,KG-05
Old Town Academy K-8 Charter School,"2120 San Diego Ave., San Diego",87,251,KG-08
Olinda Elementary School,"3145 E. Birch St., Brea",88,583,KG-06
Oliveira Elementary School,"4180 Alder Ave., Fremont",82,720,KG-06
Olivenhain Pioneer Elementary School,"8000 Calle Acervo, Carlsbad",97,587,KG-06
Oliver Wendell Holmes Junior High School,"1220 Drexel Dr., Davis",92,731,07-09
Olympian High School,"1925 Magdalena Ave., Chula Vista",80,"2,519",09-12
Olympic View Elementary School,"1220 S. Greensview Dr., Chula Vista",87,804,KG-06
Olympus Junior High School,"2625 La Croix Dr., Roseville",95,492,07-08
Opal Robinson Elementary School,"80 Morningside Dr., Manhattan Beach",98,408,KG-05
Open Charter Magnet School,"5540 W. 77th St., Los Angeles",90,409,KG-05
Orange Grove Elementary School,"1000 S. Harbor Blvd., Anaheim",9,668,KG-06
Orchard Hills School,"11555 Culver Dr., Irvine",96,"1,156",KG-08
Orinda Intermediate School,"80 Ivy Dr., Orinda",99,895,06-08
Ormondale Elementary School,"200 Shawnee Pass, Portola Valley",98,271,KG-03
Oso Grande Elementary School,"30251 Sienna Pkwy., Ladera Ranch",96,"1,195",KG-05
Oster Elementary School,"1855 Lencar Way, San Jose",97,553,KG-05
Our Community Charter School,"10045 Jumilla Ave., Los Angeles",90,440,KG-08
Overland Avenue Elementary School,"10650 Ashby Ave., Los Angeles",99,500,KG-05
Oxford Academy School,"5172 Orange Ave., Cypress",99,"1,208",07-12
Oxford Preparatory Academy - Chino Valley School,"5862 C St., Chino",94,"1,195",KG-08
Oxford Preparatory Academy - Saddleback Valley School,"22882 Loumont Dr., Lake Forest",97,-,KG-08
Oxford Preparatory Academy - South Orange County School,"23000 Via Santa Maria, Mission Viejo",98,878,KG-08
Pacific Beach Elementary School,"1234 Tourmaline St., San Diego",86,393,KG-05
Pacific Coast High (Continuation) School,"1720 M St., Arcata",9,44,09-12
Pacific Collegiate Charter School,"255 Swift St., Santa Cruz",98,518,07-12
Pacific Elementary School,"1200 Pacific Ave., Manhattan Beach",99,627,KG-05
Pacific Grove High School,"615 Sunset Dr., Pacific Grove",89,609,09-12
Pacific Grove Middle School,"835 Forest Ave., Pacific Grove",88,511,06-08
Pacific Rim Elementary School,"1100 Camino de las Ondas, Carlsbad",98,799,KG-05
Pacific Trails Middle School,"5975 Village Center Loop Rd., San Diego",99,264,07-08
Pacifica High School,"6851 Lampson Ave., Garden Grove",84,"1,711",09-12
Painted Rock Elementary School,"16711 Martincoit Rd., Poway",95,680,KG-05
Palisades Charter Elementary School,"800 Via de La Paz, Los Angeles",95,525,KG-05
Palisades Charter High School,"15777 Bowdoin St., Los Angeles",85,"2,970",09-12
Palm Crest Elementary School,"5025 Palm Dr., La Canada Flintridge",99,614,KG-06
Palm Lane Elementary School,"1646 W. Palm Ln., Anaheim",9,706,KG-06
Palo Alto High School,"50 Embarcadero Rd., Palo Alto",98,"1,994",09-12
Palo Verde Elementary School,"3450 Louis Rd., Palo Alto",97,415,KG-05
Paloma Elementary School,"660 Camino Magnifico, San Marcos",85,928,KG-05
Paloma Elementary School,"42940 Via Rami, Temecula",82,620,KG-05
Palomares Elementary School,"6395 Palo Verde Rd., Castro Valley",86,140,KG-05
Palos Verdes High School,"600 Cloyden Rd., Palos Verdes Estates",88,"1,716",09-12
Palos Verdes Intermediate School,"2161 Via Olivera, Palos Verdes Estates",95,889,06-08
Palos Verdes Peninsula High School,"27118 Silver Spur Rd., Rolling Hills Estates",95,"2,519",09-12
Panorama Elementary School,"10512 Crawford Canyon Rd., Santa Ana",95,410,KG-06
Pantera Elementary School,"801 Pantera Dr., Diamond Bar",89,371,KG-06
Paradise Canyon Elementary School,"471 Knight Way, La Canada Flintridge",98,717,KG-06
Paradise Charter Middle School,"6473 Clark Rd, Paradise",86,157,06-08
Park Elementary School,"360 E. Blithedale Ave., Mill Valley",97,348,KG-05
Park View Elementary School,"751 Cindy Dr., Ripon",86,450,KG-08
Park Village Elementary School,"7930 Park Village Rd., San Diego",98,635,KG-05
Park Western Place Elementary School,"1214 Park W.ern Pl., Los Angeles",82,741,KG-05
Parkmead Elementary School,"1920 Magnolia Way, Walnut Creek",91,423,KG-05
Parkmont Elementary School,"2601 Parkside Dr., Fremont",95,895,KG-06
Parkview School,"2189 N. Kraemer Blvd., Placentia",90,221,KG-12
Parkview Elementary School,"575 Juniper St., Chula Vista",84,378,KG-06
Parkway Elementary School,"4720 Forest Pkwy., Sacramento",9,586,KG-06
Parras (Nick G.) Middle School,"200 N. Lucia, Redondo Beach",88,"1,128",06-08
Patton Elementary School,"6861 Santa Rita Ave., Garden Grove",94,"1,008",KG-06
Paul Revere Charter Middle School,"1450 Allenford Ave., Los Angeles",86,"2,093",06-08
Peabody (George) Elementary School,"251 Sixth Ave., San Francisco",94,276,KG-05
Peach Hill Academy School,"13400 Christian Barrett Dr., Moorpark",85,489,KG-05
Pearl Zanker Elementary School,"1585 Fallen Leaf Dr., Milpitas",81,675,KG-06
Penryn Elementary School,"6885 English Colony Way, Penryn",82,225,KG-08
Pepper Tree Elementary School,"1045 W. 18th St., Upland",87,764,KG-06
Peralta Elementary School,"460 63rd St., Oakland",96,320,KG-05
Perdew Elementary School,"13051 Miller Ave., Rancho Cucamonga",83,820,KG-05
Peters Canyon Elementary School,"26900 Peters Canyon Rd., Tustin",94,560,KG-05
Philip J. Reilly Elementary/Special Education School,"24171 Pavion, Mission Viejo",88,508,KG-05
Phoebe A. Hearst Elementary School,"1410 60th St., Sacramento",98,642,KG-06
Phoebe Apperson Hearst Elementary School,"5301 Case Ave., Pleasanton",97,689,KG-05
Pico Canyon Elementary School,"25255 Pico Canyon Rd., Stevenson Ranch",98,956,KG-06
Piedmont High School,"800 Magnolia Ave., Piedmont",98,800,09-12
Piedmont Hills High School,"1377 Piedmont Rd., San Jose",93,"2,178",09-12
Piedmont Middle School,"740 Magnolia Ave., Piedmont",99,681,06-08
Pierpont Elementary School,"1254 Marthas Vineyard Ct., Ventura",83,254,KG-05
Pine Valley Middle School,"3000 Pine Valley Rd., San Ramon",96,"1,014",06-08
Pioneer Elementary School,"5215 Hamel St., Davis",91,555,KG-06
Pioneer Junior High School,"245 W. 18th St., Upland",88,870,07-08
Pioneer Middle School,"2700 Pioneer Rd., Tustin",91,"1,286",06-08
Piute Middle School,"425 E. Ave. H-11, Lancaster",9,981,06-08
Pixley Middle School,"1520 E. Ct. St., Pixley",9,369,06-08
Placer Elementary School,"8650 Horseshoe Bar Rd., Loomis",81,488,KG-08
Planada Elementary School,"9525 E. Broderick St., Planada",9,553,KG-05
Plavan (Urbain H.) Elementary School,"9675 Warner Ave., Fountain Valley",89,522,KG-05
Playa Vista Elementary School,"13150 W. Bluff Creek Dr., Playa Vista",83,541,KG-06
Playa Del Rey Elementary School,"12221 Juniette St., Culver City",91,265,KG-05
Plaza Vista School,"670 Paseo W.park, Irvine",95,940,KG-08
Pleasant Grove School,"3075 Howsley Rd., Pleasant Grove",80,213,KG-08
Pleasant Grove High School,"9531 Bond Rd., Elk Grove",90,"2,547",09-12
Pleasant Valley Elementary School,"755 Sutro Ave., Novato",86,499,KG-05
Pleasanton Middle School,"5001 Case Ave., Pleasanton",96,"1,272",06-08
Poinsettia Elementary School,"2445 Mica Rd., Carlsbad",88,540,KG-05
Poinsettia Elementary School,"350 N. Victoria Ave., Ventura",82,507,KG-05
Point Dume Elementary School,"6955 Fernhill Dr., Malibu",87,195,KG-05
Point Vicente Elementary School,"30540 Rue de La Pierre, Rancho Palos Verdes",97,374,KG-05
Ponderosa High School,"3661 Ponderosa Rd., Shingle Springs",88,"1,778",09-12
Port Of Los Angeles High School,"250 W. Fifth St., Los Angeles",83,980,09-12
Porter Ranch Community School,"12450 Mason Ave., Porter Ranch",95,"1,093",KG-08
Portola Elementary School,"300 Amador Ave., San Bruno",87,344,KG-05
Portola Elementary School,"6700 Eagle St., Ventura",82,606,KG-05
Portola Hills Elementary School,"19422 Saddleback Ranch Rd., Trabuco Canyon",94,780,KG-06
Portola Springs Elementary School,"12100 Portola Springs, Irvine",98,626,KG-06
Poway High School,"15500 Espola Rd., Poway",81,"2,250",09-12
Presidio Middle School,"450 30th Ave., San Francisco",92,"1,100",06-08
Preuss Ucsd School,"9500 Gilman Dr., San Diego",83,840,06-12
Price Charter Middle School,"2650 New Jersey Ave., San Jose",82,"1,115",06-08
Prisk Elementary School,"2375 Fanwood Ave., Long Beach",87,566,KG-05
Proctor Elementary School,"17520 Redwood Rd., Castro Valley",92,501,KG-05
Public Safety Academy School,"230 Atlantic Ave., Fairfield",89,621,05-12
Quail Glen Elementary School,"1250 Canevari Dr., Roseville",86,554,KG-05
Quail Lake Environmental Charter School,"4087 N. Quail Lake Dr., Clovis",94,561,KG-08
Quail Run Elementary School,"4000 Goldenbay Ave., San Ramon",95,"1,028",KG-05
Quail Summit Elementary School,"23330 E. Quail Summit Dr., Diamond Bar",95,663,KG-05
Quimby Oak Middle School,"3190 Quimby Rd., San Jose",91,"1,016",07-08
R. I. Meyerholz Elementary School,"6990 Melvin Dr., San Jose",98,776,KG-05
R. J. Neutra School,"Comm Center Dr., N.A.S. Lemoore",84,496,KG-05
R. L. Stevenson Elementary School,"3333 Oak St., Burbank",85,569,KG-05
R. Roger Rowe Elementary School,"5927 La Granada, Rancho Santa Fe",96,427,KG-05
R. Roger Rowe Middle School,"5927 La Granada, Rancho Santa Fe",96,248,06-08
Radcliff Elementary School,"550 Rodriguez St., Watsonville",9,560,KG-05
Ralph E. Hawes Elementary School,"9682 Yellowstone Dr., Huntington Beach",98,668,KG-05
Ralph J. Bunche High School,"1240 18th St., Oakland",9,75,09-12
Ralph Waldo Emerson Junior High School,"2121 Calaveras Ave., Davis",93,477,07-09
Ralston Intermediate School,"2675 Ralston Ave., Belmont",93,"1,199",06-08
Ramona Middle School,"3490 Ramona Ave., San Dimas",81,"1,391",06-08
Rancho Bernardo High School,"13010 Paseo Lucido, San Diego",90,"2,265",09-12
Rancho Campana High School,"4235 Mar Vista Dr., Camarillo",91,345,09-12
Rancho Cucamonga High School,"11801 Lark Dr., Rancho Cucamonga",81,"3,444",09-12
Rancho Elementary School,"1430 Johnson St., Novato",84,440,KG-05
Rancho Elementary School,"31530 La Serena Way, Temecula",83,525,KG-05
Rancho Milpitas Middle School,"1915 Yellowstone Ave., Milpitas",84,721,07-08
Rancho Pico Junior High School,"26250 W. Valencia Blvd., Stevenson Ranch",97,928,07-08
Rancho Romero Elementary School,"180 Hemme Ave., Alamo",97,497,KG-05
Rancho San Diego Elementary School,"12151 Calle Albara, El Cajon",82,593,KG-05
Rancho San Joaquin Middle School,"4861 Michelson Dr., Irvine",95,863,07-08
Rancho Santa Margarita Intermediate School,"21931 Alma Aldea, Rancho Santa Margarita",89,"1,332",07-08
Rancho Vista Elementary School,"4323 Palos Verdes Dr. N., Rolling Hills Estates",94,443,KG-05
Rancho Del Rey Middle School,"1174 E. J St., Chula Vista",82,"1,746",07-08
Rancho-Starbuck Intermediate School,"16430 Woodbrier Dr., Whittier",84,808,07-08
Raymond J. Fisher Middle School,"19195 Fisher Ave., Los Gatos",95,"1,263",06-08
Reagan Elementary School,"3701 Ashlan Ave., Clovis",85,769,KG-06
Red Bank Elementary School,"1454 Locan Ave., Clovis",86,796,KG-06
Red Hawk Elementary School,"32045 Camino San Jose, Temecula",83,543,KG-05
Red Hill Elementary School,"11911 Red Hill Ave., Santa Ana",91,590,KG-05
Red Oak Elementary School,"4857 Rockfield St., Oak Park",97,595,KG-05
Redlands Senior High School,"840 E. Citrus Ave., Redlands",86,"2,351",09-12
Redondo Shores High (Continuation) School,"1000 Del Amo St., Redondo Beach",9,47,09-12
Redondo Union High School,"631 Vincent Park, Redondo Beach",84,"2,755",09-12
Redwood Academy Of Ukiah School,"1059 N. State St., Ukiah",94,143,07-12
Redwood High School,"395 Doherty Dr., Larkspur",93,"1,770",09-12
Redwood Middle School,"13925 Fruitvale Ave., Saratoga",99,889,06-08
Redwood Middle School,"233 W. Gainsborough Rd., Thousand Oaks",81,888,06-08
Redwood Shores Elementary School,"225 Shearwater Pkwy., Redwood City",94,499,KG-05
Reed Elementary School,"1524 Jacob Ave., San Jose",81,459,KG-05
Reedley Middle College High School,"995 N. Reed Ave., Reedley",85,126,09-12
Renaissance Arts Academy School,"1800 Colorado Blvd., Los Angeles",89,357,06-12
Repetto Elementary School,"650 S. Grandridge Ave., Monterey Park",83,790,KG-08
Rescue Elementary School,"3880 Green Valley Rd., Rescue",90,424,KG-05
Richard Henry Dana Middle School,"1401 S. First Ave., Arcadia",93,743,06-08
Richard Henry Lee Elementary School,"11481 Foster Rd., Los Alamitos",94,658,KG-05
Richardson Prep High School,"455 S. K St., San Bernardino",95,617,06-08
Richmond Street Elementary School,"615 Richmond St., El Segundo",89,610,KG-05
Ridgecrest Intermediate School,"28915 N.bay Rd., Rancho Palos Verdes",94,926,06-08
Ridgeview Elementary School,"9177 Twin Sch Rd., Granite Bay",94,571,04-06
Ridgeview Middle School,"3315 N. Akers St., Visalia",80,-,07-08
Rincon Valley Middle School,"4650 Badger Rd., Santa Rosa",89,908,07-08
Rio Norte Junior High School,"28771 Rio Norte Dr., Santa Clarita",89,"1,268",07-08
Rio Seco Elementary School,"9545 Cuyamaca St., Santee",86,"1,003",KG-08
Rio Del Mar Elementary School,"819 Pinehurst Dr., Aptos",88,579,KG-06
River Islands Technology Academy Ii School,"1175 Marina Dr., Lathrop",82,-,KG-08
River Valley Charter School,"9707 1/2 Marilla Dr., Lakeside",97,272,07-12
Riverview Elementary School,"2491 E. Behymer Ave., Fresno",94,761,KG-06
Riverview Elementary School,"9308 Winter Gardens Blvd., Lakeside",80,622,01-05
Riverview Stem Elementary School,"10700 Ambassador Dr., Rancho Cordova",84,266,KG-05
Riviera Elementary School,"365 Paseo de Arena, Torrance",91,652,KG-05
Robert C. Fisler Elementary School,"1350 Starbuck St., Fullerton",99,914,KG-08
Robert Down Elementary School,"485 Pine Ave., Pacific Grove",88,469,KG-05
Robert E. Willett Elementary School,"1207 Sycamore Ln., Davis",92,529,KG-06
Robert O. Townsend Junior High School,"15359 Ilex Dr., Chino Hills",82,"1,083",07-08
Robert P. Ulrich Elementary School,"9124 Catalpa Ave., California City",9,534,KG-02
Robinson Elementary School,"21400 Lindsay Dr., Trabuco Canyon",86,631,KG-06
Rock Creek Elementary School,"2140 Collet Quarry Dr., Rocklin",87,550,KG-06
Rocketship Spark Academy School,"683 Sylvandale Ave., San Jose",81,613,KG-05
Rocklin Academy School,"6532 Turnstone Way, Rocklin",95,370,KG-06
Rocklin Academy Gateway School,"6550 Lonetree Blvd., Rocklin",94,"1,047",KG-08
Rocklin Academy At Meyers Street School,"5035 Meyers St., Rocklin",93,179,KG-06
Rocklin High School,"5301 Victory Ln., Rocklin",93,"1,947",09-12
Rogers Middle School,"365 Monrovia Ave., Long Beach",89,874,06-08
Rolling Hills Elementary School,"15255 Penasquitos Dr., San Diego",92,428,KG-05
Rolling Hills Middle School,"7141 Silva Valley Pkwy., El Dorado Hills",93,"1,005",06-08
Rolling Hills Middle School,"1585 More Ave., Los Gatos",89,964,05-08
Rolling Ridge Elementary School,"13677 Calle San Marcos, Chino Hills",95,540,KG-06
Ronald Reagan Elementary School,"10800 Rosslyn Ln., Bakersfield",86,936,KG-06
Ronald Reagan Elementary School,"8300 Fieldmaster St., Eastvale",82,"1,219",KG-06
Rooftop Elementary School,"443 Burnett Ave., San Francisco",81,586,KG-08
Roosevelt Elementary School,"1151 Vancouver Ave., Burlingame",95,347,KG-05
Roosevelt Elementary School,"801 Montana Ave., Santa Monica",98,798,KG-05
Roosevelt Elementary School,"776 S. BRd.way Ave., Stockton",9,462,KG-08
Roosevelt Elementary School,"1046 W. Sonora Ave., Tulare",9,620,KG-04
Roosevelt Middle School,"460 Arguello Blvd., San Francisco",83,698,06-08
Rosa Parks Elementary School,"2250 68th Ave., Sacramento",9,838,KG-08
Rosa Parks Environmental Science Magnet School,"920 Allston Way, Berkeley",85,463,KG-05
Roscomare Road Elementary School,"2425 Roscomare Rd., Los Angeles",96,453,KG-05
Rose Drive Elementary School,"4700 Rose Dr., Yorba Linda",92,438,KG-05
Rosemont Middle School,"4725 Rosemont Ave., La Crescenta-Montrose",93,"1,279",07-08
Ross Elementary School,"9 Lagunitas Rd., Ross",98,384,KG-08
Rossmoor Elementary School,"3272 Shakespeare Dr., Los Alamitos",90,648,KG-05
Round Meadow Elementary School,"5151 Round Meadow Rd., Calabasas",91,591,KG-05
Roy Cloud Elementary School,"3790 Red Oak Way, Redwood City",81,788,KG-08
Roy O. Andersen Elementary School,"1900 Port Seabourne Way, Newport Beach",95,371,KG-06
Ruben S. Ayala High School,"14255 Peyton Ave., Chino Hills",81,"2,629",09-12
Ruhkala Elementary School,"6530 Turnstone Way, Rocklin",83,381,KG-06
Running Springs Elementary School,"8670 E. Running Springs Dr., Anaheim",92,698,KG-06
Ruskin Elementary School,"1401 Turlock Ln., San Jose",92,632,KG-05
Russell Ranch Elementary School,"375 Dry Creek Rd., Folsom",95,672,KG-05
S. A. Moffett Elementary School,"8800 Burlcrest Ave., Huntington Beach",97,559,KG-05
Siatech School,"2611 Temple Heights Dr., Oceanside",9,"1,122",11-12
Soar High (Students On Academic Rise) School,"3041 W. Ave. K, Lancaster",96,403,09-12
Sage Canyon School,"5290 Harvest Run Dr., San Diego",96,753,KG-06
Sage Creek High School,"3900 Cannon Rd., Carlsbad",93,"1,000",09-12
Saint Helena High School,"1401 Grayson Ave., St. Helena",81,475,09-12
Salt Creek Elementary School,"1055 Hunte Pkwy., Chula Vista",90,995,KG-06
Sam H. Lawson Middle School,"10401 Vista Dr., Cupertino",99,"1,249",06-08
