school_name,address,city,school_district,telephone,students,classroom_teachers,free_lunch_students,reduce_price_lunch
Sierra Madre Elementary School,"141 W. Highland Ave.Sierra Madre, CA 91024","Sierra Madre, CA 91024",Pasadena Unified,(626) 396-5890(make sure to verify first before calling),87,666,No,107
Sierra View Elementary School,"3638 Bainbridge Dr.North Highlands, CA 95660","North Highlands, CA 95660",Twin Rivers Unified,(916) 566-1960(make sure to verify first before calling),420,17.0,341,43
Sierra Vista Elementary School,"4342 Alpha St.Los Angeles, CA 90032","Los Angeles, CA 90032",Los Angeles Unified,(323) 222-2530(make sure to verify first before calling),298,11.5,199,34
Sierra Vista Middle School,"15801 Sierra Vista Ct.La Puente, CA 91744","La Puente, CA 91744",Hacienda la Puente Unified,(626) 933-4000(make sure to verify first before calling),324,15.7,266,32
Sierramont Middle School,"3155 Kimlee Dr.San Jose, CA 95132","San Jose, CA 95132",Berryessa Union Elementary,(408) 923-1955(make sure to verify first before calling),"1,085",44.0,218,78
Silva Valley Elementary School,"3001 Golden Eagle Ln.EL DORADO HILLS, CA 95762","EL DORADO HILLS, CA 95762",Buckeye Union Elementary,(916) 933-3767(make sure to verify first before calling),562,22.0,25,5
Silver Creek High School,"3434 Silver Creek Rd.San Jose, CA 95121","San Jose, CA 95121",East Side Union High,(408) 347-5600(make sure to verify first before calling),"2,458",102.1,757,268
Silver Gate Elementary School,"1499 Venice St.San Diego, CA 92107","San Diego, CA 92107",San Diego Unified,(619) 222-1139(make sure to verify first before calling),95,579,No,82
Silver Oak Elementary School,"5000 Farnsworth Dr.San Jose, CA 95138","San Jose, CA 95138",Evergreen Elementary,(408) 223-4515(make sure to verify first before calling),654,24.0,12,3
Silver Spur Elementary School,"5500 Ironwood St.Rancho Palos Verdes, CA 90275","Rancho Palos Verdes, CA 90275",Palos Verdes Peninsula Unified,(310) 378-5011(make sure to verify first before calling),97,547,No,7
Silver Strand Elementary School,"1350 Leyte Rd.Coronado, CA 92118","Coronado, CA 92118",Coronado Unified,(619) 522-8934(make sure to verify first before calling),320,11.5,15,40
Simonds Elementary School,"6515 Grapevine WaySan Jose, CA 95120","San Jose, CA 95120",San Jose Unified,(408) 535-6251(make sure to verify first before calling),737,26.8,29,13
Sinsheimer Elementary School,"2755 Augusta St.San Luis Obispo, CA 93401","San Luis Obispo, CA 93401",San Luis Coastal Unified,(805) 596-4088(make sure to verify first before calling),390,16.0,100,24
Sir Francis Drake High School,"1327 Sir Francis Drake Blvd.San Anselmo, CA 94960","San Anselmo, CA 94960",Tamalpais Union High,(415) 453-8770(make sure to verify first before calling),91,"1,077",No,64
Skyline Elementary School,"606 Lomas Santa Fe Dr.Solana Beach, CA 92075","Solana Beach, CA 92075",Solana Beach Elementary,(858) 794-3600(make sure to verify first before calling),520,22.0,75,9
Sleepy Hollow Elementary School,"20 Washington Ln.Orinda, CA 94563","Orinda, CA 94563",Orinda Union Elementary,(925) 254-8711(make sure to verify first before calling),389,16.0,3,Orinda Union Elementary
Sloat (Commodore) Elementary School,"50 Darien WaySan Francisco, CA 94127","San Francisco, CA 94127",San Francisco Unified,(415) 759-2807(make sure to verify first before calling),395,18.0,116,52
Smith Camp School,"5300 W. Ave. lLancaster, CA 93536","Lancaster, CA 93536",Los Angeles County Office of Education,(818) 896-7402(make sure to verify first before calling),41,2.0,37,Los Angeles County Office of Education
Solana Highlands Elementary School,"3520 Long Run Dr.San Diego, CA 92130","San Diego, CA 92130",Solana Beach Elementary,(858) 794-4300(make sure to verify first before calling),353,18.0,10,3
Solana Pacific Elementary School,"3901 Townsgate Dr.San Diego, CA 92130","San Diego, CA 92130",Solana Beach Elementary,(858) 794-4500(make sure to verify first before calling),576,23.2,18,6
Solana Ranch Elementary School,"13605 Pac. Highlands Ranch PkwSan Diego, CA 92130","San Diego, CA 92130",Solana Beach Elementary,(858) 350-6600(make sure to verify first before calling),98,529,No,14
Solana Santa Fe Elementary School,"6570 El ApajoRancho Santa Fe, CA 92067","Rancho Santa Fe, CA 92067",Solana Beach Elementary,(858) 794-4700(make sure to verify first before calling),348,17.5,14,4
Solana Vista Elementary School,"780 Santa Victoria Ave.Solana Beach, CA 92075","Solana Beach, CA 92075",Solana Beach Elementary,(858) 794-3700(make sure to verify first before calling),466,25.0,84,11
Solano Avenue Elementary School,"615 Solano Ave.Los Angeles, CA 90012","Los Angeles, CA 90012",Los Angeles Unified,(323) 223-4291(make sure to verify first before calling),246,10.0,132,46
Soleado Elementary School,"27800 Longhill Dr.Rancho Palos Verdes, CA 90275","Rancho Palos Verdes, CA 90275",Palos Verdes Peninsula Unified,(310) 377-6854(make sure to verify first before calling),94,459,No,15
Sonoma Mountain Elementary School,"1900 Rainier Cir.Petaluma, CA 94954","Petaluma, CA 94954",Old Adobe Union,(707) 765-4305(make sure to verify first before calling),469,16.5,38,35
South High School,"1101 Planz Rd.Bakersfield, CA 93304","Bakersfield, CA 93304",Kern High,(661) 831-3680(make sure to verify first before calling),27,"1,981",No,"1,612"
South Hillsborough School,"303 El Cerrito Ave.Hillsborough, CA 94010","Hillsborough, CA 94010",Hillsborough City Elementary,(650) 344-0303(make sure to verify first before calling),243,13.8,Hillsborough City Elementary,No
South Lake Middle School,"655 W. Yale LoopIrvine, CA 92614","Irvine, CA 92614",Irvine Unified,(949) 936-6700(make sure to verify first before calling),94,706,No,151
South Pasadena Senior High School,"1401 Fremont Ave.South Pasadena, CA 91030","South Pasadena, CA 91030",South Pasadena Unified,(626) 441-5820(make sure to verify first before calling),"1,528",68.0,154,82
South Pointe Middle School,"20671 Larkstone Dr.Walnut, CA 91789","Walnut, CA 91789",Walnut Valley Unified,(909) 595-8171(make sure to verify first before calling),89,917,No,117
Springbrook Elementary School,"655 Springbrook N.Irvine, CA 92614","Irvine, CA 92614",Irvine Unified,(949) 936-6050(make sure to verify first before calling),86,669,No,90
Springer Elementary School,"1120 Rose Ave.Mountain View, CA 94040","Mountain View, CA 94040",Los Altos Elementary,(650) 943-4200(make sure to verify first before calling),96,522,No,13
Springhill Elementary School,"3301 Springhill Rd.Lafayette, CA 94549","Lafayette, CA 94549",Lafayette Elementary,(925) 927-3580(make sure to verify first before calling),92,486,No,9
Squaw Valley Preparatory School,"1916 Chamonix Pl.Olympic Valley, CA 96146",http://www.squawprep.org,Newcastle Elementary,(530) 581-1036(make sure to verify first before calling),91,63,No,11
Standley Middle School,"6298 Radcliffe Dr.San Diego, CA 92122","San Diego, CA 92122",San Diego Unified,(858) 455-0550(make sure to verify first before calling),83,"1,075",No,303
Stanford Middle School,"5871 E. Los Arcos St.Long Beach, CA 90815","Long Beach, CA 90815",Long Beach Unified,(562) 594-9793(make sure to verify first before calling),"1,298",47.0,365,105
Stanley G. Oswalt Academy School,"19501 Shadow Oak Dr.Walnut, CA 91789","Walnut, CA 91789",Rowland Unified,(626) 810-4109(make sure to verify first before calling),"1,092",41.2,278,115
Steindorf Steam K-8 Magnet School,"3001 Ross Ave.San Jose, CA 95124",http://www.cambriansd.org,Cambrian,(408) 377-3022(make sure to verify first before calling),97,Cambrian,No,
Steven Millard Elementary School,"5200 Valpey Park Dr.Fremont, CA 94538","Fremont, CA 94538",Fremont Unified,(510) 657-0344(make sure to verify first before calling),597,24.0,117,32
Stevens Creek Elementary School,"10300 Ainsworth Dr.Cupertino, CA 95014","Cupertino, CA 95014",Cupertino Union,(408) 245-3312(make sure to verify first before calling),606,24.4,8,5
Stevenson (Robert Louis) Elementary School,"2051 34th Ave.San Francisco, CA 94116","San Francisco, CA 94116",San Francisco Unified,(415) 759-2837(make sure to verify first before calling),464,21.0,156,82
Stevenson Elementary School,"515 Lime Ave.Long Beach, CA 90802","Long Beach, CA 90802",Long Beach Unified,(562) 437-0407(make sure to verify first before calling),680,26.0,540,36
Stevenson Ranch Elementary School,"25820 N. Carroll Ln.Stevenson Ranch, CA 91381","Stevenson Ranch, CA 91381",Newhall,(661) 291-4070(make sure to verify first before calling),793,32.0,47,11
Stockdale High School,"2800 Buena Vista Rd.Bakersfield, CA 93311","Bakersfield, CA 93311",Kern High,(661) 665-2800(make sure to verify first before calling),80,"2,110",No,502
Stockton Unified Early College Academy School,"349 E. Vine St.Stockton, CA 95202","Stockton, CA 95202",Stockton Unified,(209) 933-7370(make sure to verify first before calling),93,375,No,188
Stone Creek Elementary School,"2 Stone Creek S.Irvine, CA 92604","Irvine, CA 92604",Irvine Unified,(949) 551-1201(make sure to verify first before calling),98,588,No,31
Stone Lake Elementary School,"9673 Lakepoint Dr.Elk Grove, CA 95758","Elk Grove, CA 95758",Elk Grove Unified,(916) 683-4096(make sure to verify first before calling),812,37.7,165,56
Stone Ranch Elementary School,"16150 4S Ranch Pkwy.San Diego, CA 92127","San Diego, CA 92127",Poway Unified,(858) 487-8474(make sure to verify first before calling),98,956,No,31
Stone Valley Middle School,"3001 Miranda Ave.Alamo, CA 94507","Alamo, CA 94507",San Ramon Valley Unified,(925) 855-5800(make sure to verify first before calling),90,593,No,13
Stonegate Elementary School,"100 HonorsIrvine, CA 92620","Irvine, CA 92620",Irvine Unified,(949) 936-6450(make sure to verify first before calling),98,"1,031",No,64
Stoneridge Elementary School,"2501 Alexandra Dr.Roseville, CA 95661","Roseville, CA 95661",Roseville City Elementary,(916) 771-1830(make sure to verify first before calling),546,21.0,43,12
Stowers(Cecil B.) Elementary School,"13350 Beach St.Cerritos, CA 90703","Cerritos, CA 90703",ABC Unified,(562) 229-7905(make sure to verify first before calling),644,24.0,119,61
Strandwood Elementary School,"416 Gladys Dr.Pleasant Hill, CA 94523","Pleasant Hill, CA 94523",Mt. Diablo Unified,(925) 685-3212(make sure to verify first before calling),652,25.0,72,16
Strawberry Elementary School,"2311 Horseshoe Dr.Santa Rosa, CA 95405","Santa Rosa, CA 95405",Bennett Valley Union Elementary,(707) 526-4433(make sure to verify first before calling),82,441,No,67
Strawberry Point Elementary School,"117 E. Strawberry Dr.Mill Valley, CA 94941","Mill Valley, CA 94941",Mill Valley Elementary,(415) 389-7660(make sure to verify first before calling),96,416,No,26
Sumac Elementary School,"6050 N. Calmfield Ave.Agoura Hills, CA 91301","Agoura Hills, CA 91301",Las Virgenes Unified,(818) 991-4940(make sure to verify first before calling),404,17.3,82,18
Summerland Elementary School,"135 Valencia Ave.Summerland, CA 93067","Summerland, CA 93067",Carpinteria Unified,(805) 969-1011(make sure to verify first before calling),66,3.0,5,4
Summit Preparatory Charter High School,"890 BRd.wayRedwood City, CA 94063","Redwood City, CA 94063",Sequoia Union High,(650) 556-1110(make sure to verify first before calling),86,412,No,163
Summit Public : Denali School,"495 Mercury Dr.Sunnyvale, CA 94085","Sunnyvale, CA 94085",Santa Clara County Office of Education,(669) 600-5695(make sure to verify first before calling),88,321,No,71
Summit Public : Shasta School,"699 Serramonte Blvd.Daly City, CA 94015","Daly City, CA 94015",Jefferson Union High,(650) 556-1110(make sure to verify first before calling),88,325,No,63
Summit Public : Tahoma School,"285 Blossom Hill Rd.San Jose, CA 95123","San Jose, CA 95123",Santa Clara County Office of Education,(408) 729-1981(make sure to verify first before calling),75,275,No,82
Sun Valley Elementary School,"75 Happy LnSan Rafael, CA 94901","San Rafael, CA 94901",San Rafael City Elementary,(415) 485-2440(make sure to verify first before calling),95,506,No,75
Sundance Elementary School,"1520 E. Eighth St.Beaumont, CA 92223","Beaumont, CA 92223",Beaumont Unified,(951) 845-2621(make sure to verify first before calling),65,857,No,396
Sunny Hills High School,"1801 Warburton WayFullerton, CA 92833","Fullerton, CA 92833",Fullerton Joint Union High,(714) 626-4201(make sure to verify first before calling),"2,307",77.8,489,143
Sunnyside Elementary School,"5430 San Miguel Rd.Bonita, CA 91902","Bonita, CA 91902",Chula Vista Elementary,(619) 479-0571(make sure to verify first before calling),78,454,No,136
Sunnyvale Middle School,"1080 Mango Ave.Sunnyvale, CA 94087","Sunnyvale, CA 94087",Sunnyvale,(408) 522-8288(make sure to verify first before calling),"1,173",49.0,236,56
Sunol Glen Elementary School,"11601 Main St.Sunol, CA 94586","Sunol, CA 94586",Sunol Glen Unified,(925) 862-2026(make sure to verify first before calling),281,13.6,13,Sunol Glen Unified
Sunridge Charter School,"7285 Hayden Ave.Sebastopol, CA 95472","Sebastopol, CA 95472",Twin Hills Union Elementary,(707) 824-2844(make sure to verify first before calling),84,278,No,42
Sunrise Elementary School,"2821 E. Seventh St.Los Angeles, CA 90023","Los Angeles, CA 90023",Los Angeles Unified,(323) 263-6744(make sure to verify first before calling),423,21.5,360,35
Sunset Elementary School,"985 Sunset Ave.Coalinga, CA 93210","Coalinga, CA 93210",Coalinga-Huron Unified,(559) 935-7590(make sure to verify first before calling),18,403,No,278
Sunset Hills Elementary School,"9291 Oviedo St.San Diego, CA 92129","San Diego, CA 92129",Poway Unified,(858) 484-1600(make sure to verify first before calling),90,464,No,49
Sunset Lane Elementary School,"2030 Sunset Ln.Fullerton, CA 92833","Fullerton, CA 92833",Fullerton Elementary,(714) 447-7750(make sure to verify first before calling),92,797,No,125
Sunset Ranch Elementary School,"2500 Bridlewood Dr.Rocklin, CA 95765","Rocklin, CA 95765",Rocklin Unified,(916) 624-2048(make sure to verify first before calling),92,815,No,53
Sunset View Elementary School,"4365 Hill St.San Diego, CA 92107","San Diego, CA 92107",San Diego Unified,(619) 223-7156(make sure to verify first before calling),93,478,No,53
Superior Street Elementary School,"9756 Oso Ave.Los Angeles, CA 91311","Los Angeles, CA 91311",Los Angeles Unified,(818) 349-1410(make sure to verify first before calling),83,553,No,187
Susan B. Anthony Elementary School,"2665 Gilbert Ave.Corona, CA 92881","Corona, CA 92881",Corona-Norco Unified,(951) 739-5655(make sure to verify first before calling),84,944,No,207
Susan Miller Dorsey Senior High School,"3537 Farmdale Ave.Los Angeles, CA 90016","Los Angeles, CA 90016",Los Angeles Unified,(323) 298-8400(make sure to verify first before calling),"1,124",49.5,794,90
Sutherland Elementary School,"1330 N. Amelia Ave.Glendora, CA 91740","Glendora, CA 91740",Glendora Unified,(626) 852-4614(make sure to verify first before calling),551,22.0,90,26
Sutter Elementary School,"3410 Longview Rd.Antioch, CA 94509","Antioch, CA 94509",Antioch Unified,(925) 779-7425(make sure to verify first before calling),644,24.4,347,58
Sutter Middle School,"715 Riley St.Folsom, CA 95630","Folsom, CA 95630",Folsom-Cordova Unified,(916) 294-9035(make sure to verify first before calling),85,"1,479",No,173
Suzanne Middle School,"525 Suzanne Rd.Walnut, CA 91789","Walnut, CA 91789",Walnut Valley Unified,(909) 594-1657(make sure to verify first before calling),89,"1,307",No,143
Sycamore Canyon School,"4601 Via RioThousand Oaks, CA 91320","Thousand Oaks, CA 91320",Conejo Valley Unified,(805) 498-1573(make sure to verify first before calling),"1,313",55.0,16,5
Sycamore Elementary School,"1926 Sycamore Dr.Redding, CA 96001","Redding, CA 96001",Redding Elementary,(530) 225-0055(make sure to verify first before calling),20,183,No,140
Sycamore Ridge School,"5333 Old Carmel Valley Rd.San Diego, CA 92130","San Diego, CA 92130",Del Mar Union Elementary,(858) 755-1060(make sure to verify first before calling),96,481,No,35
Sycamore Valley Elementary School,"2200 Holbrook Dr.Danville, CA 94506","Danville, CA 94506",San Ramon Valley Unified,(925) 736-0102(make sure to verify first before calling),97,643,No,5
Talbert (Samuel E.) Middle School,"9101 Brabham Dr.Huntington Beach, CA 92646","Huntington Beach, CA 92646",Fountain Valley Elementary,(714) 378-4220(make sure to verify first before calling),709,29.0,93,29
Tamalpais High School,"700 Miller Ave.Mill Valley, CA 94941","Mill Valley, CA 94941",Tamalpais Union High,(415) 380-3510(make sure to verify first before calling),89,"1,419",No,116
Tamalpais Valley Elementary School,"350 Bell Ln.Mill Valley, CA 94941","Mill Valley, CA 94941",Mill Valley Elementary,(415) 389-7731(make sure to verify first before calling),494,21.0,6,7
Tamiscal High (Alternative) School,"305 Doherty Dr.Larkspur, CA 94939","Larkspur, CA 94939",Tamalpais Union High,(415) 945-3750(make sure to verify first before calling),91,117,No,5
Tamura (Hisamatsu) Elementary School,"17340 Santa Suzanne St.Fountain Valley, CA 92708","Fountain Valley, CA 92708",Fountain Valley Elementary,(714) 375-6226(make sure to verify first before calling),626,23.0,102,29
Taper Avenue Elementary School,"1824 Taper Ave.Los Angeles, CA 90731","Los Angeles, CA 90731",Los Angeles Unified,(310) 832-3056(make sure to verify first before calling),649,27.5,214,83
Tassajara Hills Elementary School,"4675 Camino Tassajara Rd.Danville, CA 94506","Danville, CA 94506",San Ramon Valley Unified,(925) 855-7800(make sure to verify first before calling),96,587,No,13
Taylor Middle School,"850 Taylor Blvd.Millbrae, CA 94030","Millbrae, CA 94030",Millbrae Elementary,(650) 697-4096(make sure to verify first before calling),845,36.4,109,43
Technology High School,"1801 E. Cotati Ave.Rohnert Park, CA 94928","Rohnert Park, CA 94928",Cotati-Rohnert Park Unified,(707) 792-4825(make sure to verify first before calling),97,342,No,34
Temecula Luiseno Elementary School,"45754 Wolf Creek Dr. N.Temecula, CA 92592","Temecula, CA 92592",Temecula Valley Unified,(951) 294-6340(make sure to verify first before calling),926,36.0,124,29
Temecula Middle School,"42075 Meadows Pkwy.Temecula, CA 92592","Temecula, CA 92592",Temecula Valley Unified,(951) 302-5151(make sure to verify first before calling),82,"1,203",No,201
Temecula Preparatory School,"35777 Abelia St.Winchester, CA 92596","Winchester, CA 92596",Temecula Valley Unified,(951) 926-6776(make sure to verify first before calling),85,"1,062",No,119
Temecula Valley Charter School,"35755 Abelia St.Winchester, CA 92596","Winchester, CA 92596",Temecula Valley Unified,(951) 294-6775(make sure to verify first before calling),516,20.0,67,41
Temescal Valley Elementary School,"22950 Claystone Ave.Corona, CA 92883","Corona, CA 92883",Corona-Norco Unified,(951) 736-7110(make sure to verify first before calling),87,930,No,186
Temple City High School,"9501 Lemon Ave.Temple City, CA 91780","Temple City, CA 91780",Temple City Unified,(626) 548-5040(make sure to verify first before calling),"2,076",84.0,509,258
Templeton High School,"1200 Main St.Templeton, CA 93465","Templeton, CA 93465",Templeton Unified,(805) 434-5888(make sure to verify first before calling),742,35.1,63,8
Templeton Middle School,"925 Old Co Rd.Templeton, CA 93465","Templeton, CA 93465",Templeton Unified,(805) 434-5813(make sure to verify first before calling),522,24.2,80,16
Teresa Burke Elementary School,"1301 Filburn St.Wasco, CA 93280","Wasco, CA 93280",Wasco Union Elementary,(661) 758-7480(make sure to verify first before calling),9,770,No,636
Terman Middle School,"655 Arastradero Rd.Palo Alto, CA 94306","Palo Alto, CA 94306",Palo Alto Unified,(650) 856-9810(make sure to verify first before calling),751,44.9,58,19
Terra Vista Elementary School,"7497 Mountain View Dr.Rancho Cucamonga, CA 91730","Rancho Cucamonga, CA 91730",Etiwanda Elementary,(909) 945-5715(make sure to verify first before calling),92,804,No,232
Tesoro High School,"1 Tesoro Creek Rd.Las Flores, CA 92688","Las Flores, CA 92688",Capistrano Unified,(949) 234-5310(make sure to verify first before calling),90,"2,451",No,124
Tesoro Del Valle Elementary School,"29171 N. Bernardo WaySanta Clarita, CA 91354","Santa Clarita, CA 91354",Saugus Union,(661) 294-5380(make sure to verify first before calling),88,628,No,40
The Academy Of Alameda School,"401 Pacific Ave.Alameda, CA 94501","Alameda, CA 94501",Alameda Unified,(510) 748-4017(make sure to verify first before calling),84,502,No,109
The High At Moorpark College School,"7075 Campus Rd.Moorpark, CA 93021","Moorpark, CA 93021",Moorpark Unified,(805) 378-1444(make sure to verify first before calling),82,3.5,6,3
Theodore Judah Elementary School,"101 Dean WayFolsom, CA 95630","Folsom, CA 95630",Folsom-Cordova Unified,(916) 294-9175(make sure to verify first before calling),89,578,No,126
Theodore Roosevelt Elementary School,"850 N. Cordova St.Burbank, CA 91505","Burbank, CA 91505",Burbank Unified,(818) 558-4668(make sure to verify first before calling),638,24.0,64,26
Third Street Elementary School,"201 S. June St.Los Angeles, CA 90004","Los Angeles, CA 90004",Los Angeles Unified,(323) 939-8337(make sure to verify first before calling),691,27.0,114,28
Thomas Jefferson Elementary School,"10027 E. Rose St.Bellflower, CA 90706","Bellflower, CA 90706",Bellflower Unified,(562) 804-6521(make sure to verify first before calling),607,25.0,423,103
Thomas Russell Middle School,"1500 Escuela Pkwy.Milpitas, CA 95035","Milpitas, CA 95035",Milpitas Unified,(408) 635-2864(make sure to verify first before calling),868,32.3,177,72
Thomas S. Hart Middle School,"4433 Willow Rd.Pleasanton, CA 94588","Pleasanton, CA 94588",Pleasanton Unified,(925) 426-3102(make sure to verify first before calling),97,"1,167",No,55
Thornhill Elementary School,"5880 Thornhill Dr.Oakland, CA 94611","Oakland, CA 94611",Oakland Unified,(510) 339-6800(make sure to verify first before calling),394,16.0,52,3
Thornton Junior High School,"4357 Thornton Ave.Fremont, CA 94536","Fremont, CA 94536",Fremont Unified,(510) 793-9090(make sure to verify first before calling),"1,207",49.1,207,53
Thousand Oaks High School,"2323 N. Moorpark Rd.Thousand Oaks, CA 91360","Thousand Oaks, CA 91360",Conejo Valley Unified,(805) 495-7491(make sure to verify first before calling),"2,296",86.5,352,102
Thurston Middle School,"2100 Park Ave.Laguna Beach, CA 92651","Laguna Beach, CA 92651",Laguna Beach Unified,(949) 497-7785(make sure to verify first before calling),721,35.0,58,10
Tice Creek School,"1847 Newell Ave.Walnut Creek, CA 94595","Walnut Creek, CA 94595",Walnut Creek Elementary,(925) 746-5515(make sure to verify first before calling),95,298,No,8
Tierra Bonita Elementary School,"44820 N. 27th St. E.Lancaster, CA 93535","Lancaster, CA 93535",Eastside Union Elementary,(661) 946-3038(make sure to verify first before calling),23,645,No,541
Tierra Linda Elementary School,"1201 Woodcreek Rd.Camarillo, CA 93012","Camarillo, CA 93012",Pleasant Valley,(805) 445-8800(make sure to verify first before calling),80,671,No,90
Tierra Linda Middle School,"750 Dartmouth Ave.San Carlos, CA 94070","San Carlos, CA 94070",San Carlos Elementary,(650) 508-7370(make sure to verify first before calling),95,693,No,46
Tierra Pacifica Charter School,"986 Bostwick Ln.Santa Cruz, CA 95062","Santa Cruz, CA 95062",Live Oak Elementary,(831) 462-9404(make sure to verify first before calling),88,153,No,17
Tierra Vista Elementary School,"2001 Sanford St.Oxnard, CA 93033","Oxnard, CA 93033",Ocean View,(805) 986-6764(make sure to verify first before calling),743,29.0,503,92
Tierrasanta Elementary School,"5450 Lacuenta Dr.San Diego, CA 92124","San Diego, CA 92124",San Diego Unified,(858) 496-8255(make sure to verify first before calling),88,474,No,151
Tijeras Creek Elementary School,"23072 Avenida EmpresaRancho Santa Margarita, CA 92688","Rancho Santa Margarita, CA 92688",Capistrano Unified,(949) 234-5300(make sure to verify first before calling),403,13.0,26,3
Tincher Preparatory School,"1701 Petaluma Ave.Long Beach, CA 90815","Long Beach, CA 90815",Long Beach Unified,(562) 493-2636(make sure to verify first before calling),793,27.6,272,89
Toby Johnson Middle School,"10099 Franklin High Rd.Elk Grove, CA 95757","Elk Grove, CA 95757",Elk Grove Unified,(916) 714-8181(make sure to verify first before calling),"1,356",61.9,309,171
Tom Bradley Global Awareness Magnet School,"3875 Dublin Ave.Los Angeles, CA 90008","Los Angeles, CA 90008",Los Angeles Unified,(323) 292-8195(make sure to verify first before calling),396,16.0,329,28
Tom Maloney Elementary School,"38700 Logan Dr.Fremont, CA 94536","Fremont, CA 94536",Fremont Unified,(510) 797-4426(make sure to verify first before calling),591,23.0,151,22
Tom Matsumoto Elementary School,"4121 Mackin Woods Ln.San Jose, CA 95135","San Jose, CA 95135",Evergreen Elementary,(408) 223-4873(make sure to verify first before calling),762,30.0,26,13
Tony Tobin Elementary School,"45200 Morgan Hill Dr.Temecula, CA 92592","Temecula, CA 92592",Temecula Valley Unified,(951) 294-6355(make sure to verify first before calling),913,36.0,100,26
Top Of The World Elementary School,"21601 Tree Top Ln.Laguna Beach, CA 92651","Laguna Beach, CA 92651",Laguna Beach Unified,(949) 497-7790(make sure to verify first before calling),639,28.6,23,8
Topanga Elementary Charter School,"22075 Topanga Sch Rd.Topanga, CA 90290","Topanga, CA 90290",Los Angeles Unified,(310) 455-3711(make sure to verify first before calling),93,291,No,16
Topeka Charter For Advanced Studies School,"9815 Topeka Dr.Los Angeles, CA 91324","Los Angeles, CA 91324",Los Angeles Unified,(818) 886-2266(make sure to verify first before calling),85,572,No,155
Toro Canyon Middle School,"86-150 Ave. 66Thermal, CA 92274","Thermal, CA 92274",Coachella Valley Unified,(760) 397-2244(make sure to verify first before calling),9,"1,079","Yes, under Provision 2",969
Toro Park Elementary School,"22500 Portola Dr.Salinas, CA 93908","Salinas, CA 93908",Washington Union Elementary,(831) 484-9691(make sure to verify first before calling),95,386,No,22
Torrance High School,"2200 Carson St.Torrance, CA 90501","Torrance, CA 90501",Torrance Unified,(310) 533-4396(make sure to verify first before calling),"2,071",80.7,523,206
Torrey Hills School,"10830 Calle Mar de MariposaSan Diego, CA 92130","San Diego, CA 92130",Del Mar Union Elementary,(858) 481-4266(make sure to verify first before calling),94,631,No,14
Torrey Pines Elementary School,"8350 Cliffridge Ave.San Diego, CA 92037","San Diego, CA 92037",San Diego Unified,(858) 453-2323(make sure to verify first before calling),97,503,No,47
Torrey Pines High School,"3710 Del Mar Heights Rd.San Diego, CA 92130","San Diego, CA 92130",San Dieguito Union High,(858) 755-0125(make sure to verify first before calling),92,"2,602",No,126
Towers Elementary School,"5600 Towers St.Torrance, CA 90503","Torrance, CA 90503",Torrance Unified,(310) 533-4535(make sure to verify first before calling),614,23.0,52,24
Trabuco Elementary School,"31052 Trabuco Canyon Rd.Trabuco Canyon, CA 92678",Arroyo Vista Middle,Saddleback Valley Unified,(949) 858-0343(make sure to verify first before calling),70,3.0,16,3
Trabuco Hills High School,"27501 Cordova Rd.Mission Viejo, CA 92691","Mission Viejo, CA 92691",Saddleback Valley Unified,(949) 768-1934(make sure to verify first before calling),"2,912",111.6,290,119
Trabuco Mesa Elementary School,"21301 Avenida de los FloresRancho Santa Margarita, CA 92688","Rancho Santa Margarita, CA 92688",Saddleback Valley Unified,(949) 858-3339(make sure to verify first before calling),599,17.8,70,22
Travis Elementary School,"100 Fairfield Ave.Travis AFB, CA 94535",http://www.travisusd.org/domain/12,Travis Unified,(707) 437-2070(make sure to verify first before calling),81,473,No,60
Travis Ranch School,"5200 Via de la EscuelaYorba Linda, CA 92887","Yorba Linda, CA 92887",Placentia-Yorba Linda Unified,(714) 986-7460(make sure to verify first before calling),"1,359",50.7,101,21
Troy High School,"2200 E. Dorothy Ln.Fullerton, CA 92831","Fullerton, CA 92831",Fullerton Joint Union High,(714) 626-4401(make sure to verify first before calling),"2,755",101.2,439,148
Truman Benedict Elementary School,"1251 SarmentosoSan Clemente, CA 92673","San Clemente, CA 92673",Capistrano Unified,(949) 498-6617(make sure to verify first before calling),641,21.0,36,4
Tularcitos Elementary School,"35 Ford Rd.Carmel Valley, CA 93924","Carmel Valley, CA 93924",Carmel Unified,(831) 659-2276(make sure to verify first before calling),535,23.0,54,32
Tulita Elementary School,"1520 Prospect Ave.Redondo Beach, CA 90277","Redondo Beach, CA 90277",Redondo Beach Unified,(310) 798-8628(make sure to verify first before calling),96,522,No,58
Turner Elementary School,"4207 Delta Fair Blvd.Antioch, CA 94509","Antioch, CA 94509",Antioch Unified,(925) 779-7430(make sure to verify first before calling),611,22.0,504,46
Turtle Rock Elementary School,"5151 Amalfi Dr.Irvine, CA 92603","Irvine, CA 92603",Irvine Unified,(949) 936-6250(make sure to verify first before calling),98,883,No,87
Turtleback Elementary School,"15855 Turtleback Rd.San Diego, CA 92127","San Diego, CA 92127",Poway Unified,(858) 673-5514(make sure to verify first before calling),87,604,No,57
Tustin Memorial Elementary School,"12712 Browning Ave.Santa Ana, CA 92705","Santa Ana, CA 92705",Tustin Unified,(714) 730-7546(make sure to verify first before calling),618,21.0,30,13
